Barkodi,Emri i Produktit
4040600081784,Kos fruttis luleshtrylle  125 gr
4040600022701,Kos fruttis banane dardhe pjeshke
4014500503684,Jogobella ananas 150gr
4014500512068,Jogobella 0% 150gr
4014500503653,Jogobella classic 150gr
4040600081869,Fruttis luleshtrydhe-qershi 125gr
4040600078531,Fruttis qershi-luleshtrydhe 125gr
4040600081708,Fruttis kajsi mjeder 125gr
4040600078548,Frittis kos frutash lulesh-pjeshke-marak 125gr
59438908,Danone activia musli luleshtr 125gr
59419181,Danone activia musli 125gr
5941209012942,Danone activia cereale integrale 125gr
5941209007894,Danone disney luleshtr 125gr
5941209007917,Danone disney biskote 125gr
5941209013772,Activia cereals nuts oat
10988,Ullinj me hudher me kg
10992,Ullinj me spec djeges me kg
10959,Ullinj jeshil me kg
10220,Ajke speci me kg
10346,Jugufarm salce kosi me kg
10003,Salce kosi me kg
10218,Gjize me kg
10181,Driza pule e fresket
10881,Drastik cung pule 1 kg
10505,Suxhuk shtepiak cilesi e  pare
10521,Suxhuk kosove me kg
10337,Negroni arrosto tacchino me kg
10077,Mortadella bollo me kg
10304,Hako peperoni sallam me kg
10096,Gourmand sallam me ereza me kg
10348,Ehw turist me kg
10062,Ehw milano me kg
10016,Ehw proshute vici me kg
10198,Ehw sallam parizier me kg
8008110001049,Wudy pop parizier 500gr
8008110002015,Wudy classico salcice 100gr
8008110002008,Wudy classico 250gr
8008110002107,Wudy aia formaggio 150gr
5300000121091,Tona tostino pako 254gr
5300000120698,Tona tost dhe pariza 250gr
5300000120070,Tona pariza feta pako 250gr
9003903446556,Sallam scharfer beisser 80gr
9003903446549,Sallam gr. Kamin beisser
8028257005090,Negroni proshute krudo me feta 70 gr
5301000011306,Hako sallam ekstra 700gr
5301000010569,Hako roster feta 200gr
5301000010026,Hako kremvice e tymosur 450gr
5301000011054,Hako hot dog salcice 3cp 250gr
9003903496025,Greisinger krainer cheese sausage 340gr
9003903496360,Gr. Frankfurter 300gr
3838977033380,Gala sallam 400 gr
3838977021776,Extra sallam me djathe 100gr
5304000030278,Ehw turist pako 250gr
5304000030186,Ehw salcice me pako 470gr
5304000030179,Ehw kremvice pako 470gr
5304000030483,Ehw frankfurter vici 250gr
5304000030223,Ehw bratwurst pako
5306000031514,Jufka dibre 1kg
3904475444444,Jufka emdo 500 gr
5304000241131,Alegria jufka paketim
5306000031507,Jufka dibre 400gr
8005180010506,Tortellini prosciuto crudo 500gr
8005180010209,Tortellini con prosciutto  250gr
8005180020208,Tortellini ai tre formaggi  250gr
8005180070555,Tortelini ricotta spinaci 500gr
8076809523714,Tagliatelle uovo 500g
8000050021651,Star yakisoba nudolini pollo 93gr
8000050021644,Star yakisoba nudolini manzo 93gr
8000050019443,Star saikebon nudolini verdure 60gr
8000050019436,Star saikebon nudolini manzo 60gr
8056324082064,Stagionu d italia tortiglioni
8056324082088,Stagioni italia penne rigate 500gr
8056324082002,Stagioni di italia spaghetti 500gr
8056324082019,Stagioni d italia linguine 500gr
8056324082033,Stagioni d italia fusilli 500gr
8056324082095,Stagioni d italia farfalle 500gr
8076809529419,Spaghetti integrale
8008343200660,Rummo penne rigate 500gr
8008343200493,Rummo elicodiali 500gr
8005180010520,Ravioli con prosciutto crudo 500gr
8005180010513,Ravioletti con prosciutto pagani 500gr
8005180010216,Ravioletti con prosciutto pagani  250gr
8076809529433,Pennette rigatte integrale
8076809501415,Penne tricolor 500gr
8005180160034,Pagani tagliolini all uovo 250gr
8005180160027,Pagani tagliatelle 250gr
8005180090201,Pagani tortellini 250 gr
8004690050620,La molsana linguine nr6 500gr
8004690172803,La molisanafusilli 500gr
8004690051634,La molisana spaghettini 500gr
8004690051573,La molisana spaghetti 500gr
8004690052112,La molisana pennoni lisci 500gr
8004690052211,La molisana pennette rigate 500gr
8004690052044,La molisana penne rigate nr20 500gr
8004690631805,La molisana penne lisce 500gr
8004690052846,La molisana nr28
8004690053225,La molisana mezzi rigatoni 500gr
8004690050705,La molisana mezze linguine 500gr
8004690053744,La molisana maccheroni 500gr
8004690055427,La molisana lumache rigate 500gr
8004690052716,La molisana gnocchetti sardi 500gr
8004690051702,La molisana capellini 500gr
8004690052501,La molisana abissibe rigate 500gr
8000139000102,Garofalo mafalde 500gr
8000139002007,Garofalo schiaffoni 500gr
8000139912078,Garofalo farfalle tricolore 500g
8000139000782,Garofalo farfalle 500gr
8000139004261,Garofalo spagetti 500gr
8000139001291,Garofalo ruote 500 g
8000139004872,Garofalo radiatiori 500g
8000139007071,Garofalo penne rigate 500gr
8000139002106,Garofalo mafalda corta 500g
8000139004636,Garofalo fusilli 500gr
8000139000911,Garofalo casarecce 500gr
8000139007095,Garofalo  mezze maniche rigate
8007290137333,Donna chiara trivella 500gr
8007290137005,Donna chiara spaghetti vermicelli 500gr
8007290137012,Donna chiara spaghetti ristorante 500gr
8007290137074,Donna chiara penne rigate 500gr
8007290137180,Donna chiara mezzi gomiti 500gr
8007290137227,Donna chiara linguine 500gr
8007290137067,Donna chiara fusili nr100 500gr
8007290137104,Donna chiara ditalinirigati 500gr
8007290137098,Donna chiara cocciolette 500gr
8007290137289,Donna chiara chiferini 500gr
8007290137272,Donna chiara capellini nr16 500gr
8005121000429,Divella mezze pene rigate nr42 500gr
8005121000078,Divella vermicelli nr 7 500gr
8005121000290,Divella penoni nr 29 500gr
8005121000276,Divella penne ziti rigatone nr27 500gr
8005121000146,Divella linguine nr14 500gr
8005121000405,Divella fusilli nr40 500gr
8005121000061,Divella bucatini nr6 500gr
5304000222635,Diamond rigatoni pasta nr17 500g
5304000222680,Diamond pasta tofe nr 54
5304000222673,Pasta fusilli nr40
5304000222710,Diamond pasta stelline nr74
5304000222604,Diamond pasta spaghetti nr 8
5304000222697,Pasta pipe rigate nr 56
5304000222727,Pasta pipe lisce diamond nr55
5304000222659,Pasta pene rigate diamond nr27
5304000222703,Diamond pasta risoni nr 26
5304000222628,Diamond pasta linguine nr14
5304000222611,Diamond pasta bucatini nr 6
5304000222642,Diamond mezzi rigationi pasta nr 18 500g
5304000222666,Diamond mezze penne rigate nr 42 500g
8001250120151,De cecco bucatini 500gr
8001250120342,De cecco fusilli nr 34
8001250120939,De cecco farfalle 500grx24 pz
8007290930514,City granoro dedic.gr500 gnocchetti rigati
8076808070882,Canelloni lc 250g
8076809543392,Barilla emiliane fettucine all uovo 250 gr
8076809571951,Barilla spaghetti 400gr
8076809571944,Barilla pennette rigate 400gr
8076809571937,Barilla fusilli cereali 400gr
8076809521581,Barilla mini penne rigate 500gr
8076802085721,Barilla pene rigate nr72 500gr
8076802085899,Barilla rigattoni 500gr
8076802085868,Barilla pipette rigate 500gr
8076802085943,Barilla nr 94 500gr
8076800315240,Barilla midolline 500gr
8076802085851,Barilla gnocchi nr85 500gr
8076800000139,Barilla farfalle makarona 500gr
8076808060654,Barilla farfalle 500gr
8076804765591,Barilla farfaline 500gr
8076800195019,Barilla capellini nr1 500gr
8076800315097,Barilla bucatini nr9 500gr
8076800195118,Barilla bavettine nr11 500gr
8076802085837,Barilla tortiglioni nr83 500gr
8076800315271,Barilla stelline nr27 500gr
8076809504386,Barilla spaghetti tagliati 500gr
8076800195033,Barilla spaghetini nr3 500gr
8076808150072,Barilla vermicellini nr7 500gr
8076800195071,Barilla vermicellini nr7 500gr
8076800195057,Barilla spaghetti nr5 500gr
8076802085738,Barilla penne rigate 500 gr
8076800195132,Barilla bavette nr13 500gr
8076800195088,Barilla  vermicelli nr8 500gr
5301000232251,Baretti pipe makarona 500gr
5301000232268,Baretti makarona tortiglioni 500gr
5301000233784,Baretti makarona stelle 500gr
5301000232152,Baretti makarona spaghetti nr6 500gr
5301000232169,Baretti makarona spagettini nr10 500gr
5301000232183,Baretti makarona risone 500gr
5301000232244,Baretti makarona penne rigate 500gr
5301000232190,Baretti makarona gramigna 500gr
5301000232220,Baretti makarona fusilli 500gr
5301000232213,Baretti makarona filini 500gr
5301000233555,Makar. Gnocchi baretti 500gr *15
5301000232237,Baretti makarona ditali 500gr
5301000232206,Baretti makarona conchigliette 500gr
5301000232176,Baretti makarona bucatini nr5 500gr
5301000233524,Baretti linguini 500gr
5301000411168,Teuta sode buke 20gr
8600101468147,Sodium 20 gr bicarbonate
5301000411106,Teuta niseshte 400gr
5301000411014,Teuta niseshte 250gr
8680202110220,Hasmaya maja buke 450gr
8680202110787,Hasmaya maja buke 125gr
3870081000063,Kolmix maja pluhur 5x13gr
5301000411182,Maja per embelsira 16gr
5301000411175,Maja e thate 6gr
8003000013119,Paneangeli aroma 4 ml
8600101468116,Pudding vanilla 40 gr
8600101468109,Pudding chocolate 45 gr
5301000411540,Buding fruta pylli
5301000411519,Buding cokollate 40gr
5304000052300,Big market sheqer 1kg
5300000100508,Prima miell farina 00
5301000411021,Teuta miell orizi  250gr
5304000033040,Ola miell super 1kg
5304000033071,Ola miell integral 1kg
5304000222208,Miell universal tip 00 1kg
5304000222437,Miell mia 1kg
5304000033057,Miell farina vanilje 500gr
80113577,Lievito pane angieli
094922506450,Farina miell qe fryhet 500gr
8033971741001,Farina miell 1kg
5306000003788,Dieta miell misri i verdhe 500gr
5304000222079,Diamond miell per pica 1kg
5304000222017,Diamond miell per peta 1kg
5304000222055,Diamond miell per gatim 1kg
8076802795019,Barilla farina 1kg
8011401000416,Amoruso farina di grano tenero dolci 1kg
8011401000102,Amoruso farina di grano tenero
5304000096144,Alegria trahana me kuti
5304000096618,Alegria thjerreza te kuqe
8008105200662,Lenticchie ellebi
5301000416200,Teuta thjerreza  medium 500gr
5304000241230,Alegria thjerreza 380gr
5206346000161,La famiglia  thjerrez e vogel  500gr
5304000096854,Alegria miser per kokoshka 500gr
5304000096380,Alegria miser per kokosha 150gr
8606107659442,Microwavepopcorn-salty 100g
8606107659428,Microwave popcorn-cheese
8606107659404,Microwave popcorn-butter
5301000417016,Fara quinoa tre ngjyrshe 250gr
5301000417009,Teuta fara quinoa bardhe 250 gr
5301000417023,Teuta fara chia 250gr
5310004172388,Teuta bullgur kokerr mesem 1kg
5301000417221,Teuta bullgur kokerr madh 1kg
8007100060059,Crastan pure patate 300gr
5301000410024,Teuta oriz gold blu
5301000410031,Teuta oriz gold jeshil 1kg
5301000410048,Teuta oriz gold i kuq 1kg
5301000410147,Teuta gold long grain oriz 1kg
8001860190513,Scotti integral parb 1kg
8001860870040,Scotti risotto 1 kg
8001860920110,Skoti oro classico 1kg
8001860070013,Scotti ribe 1kg
8001860259401,Scotti extra riso 1kg
SCOTTI,Scotti vacum 1kg
8001860870019,Scotti oriz 1kg
5941832000231,Scotti long grain i bardhe 1kg
8008105110039,Riso parboiled oriz 1kg
5304000052126,Oriz king blu 1kg
5304000052522,King oriz 1kg
5304000052256,King oriz long grain 1 kg
8008105310088,Ellebi riso originario 1kg
8008105110091,Ellebi riso parboiled 1kg
80494041,Zaferano buste shapur 32gr
5201024807421,Quaker  375gr
5000108022824,Quaker bag 500gr
5900020022745,Nestle cheerioss fibre honey
7613034608628,Nestle fitness fruit 375gr
5900020013668,Nestle nesquik cereal 375gr
8410100084954,Nestle cereali nesquik 375gr
5900020000941,Nestle nesquik cereal 250gr
8023637200492,Mr kanny choco rise 1kg
8023637200485,Mr kanny corn flex 1kg
8023637000030,Mr kanny choco goal 375gr
8023637000115,Mr kanny corn flakes 500gr
8023637000016,Mr kanny corn flakes 375gr
5053827203845,Kelloggs coco pops barchette 365 gr
5053827184816,Kelloggs coco pops 375g
5900020026866,Corn flakes gtf hn cer bag 12&#215;500 gr
5053827111188,Kgs corn flakes 250g
6923415789305,Panda qumesht 350
8002795001714,Sterilgarda latte scremato 1500ml
8002795001431,Sterilgarda latte 1lt
8002580012505,Parmalat bonta e linea 1lt
5301000260230,Gjirofarma qumesht 3.2 yndyre 1lt
5301000260223,Gjirofarma qumesht 1.5 yndyre 1lt
5304000105624,Ambla qumesht 1.5% yndyre 1lt
5304000105617,Ambla qumesht 0.5% yndyre
5319990569370,Alpi qumesht 1.5% yndyre 1lt
8076809521529,Sugo verdure 400gr
8076809517881,Sugo pesto siciliane
8410300359524,Star la mio pummaro 700g
8076809513678,Salce sugo bolognese
5301000233340,Salce baretti 680gr
8000810101937,S.rosa confettura pesca 350gr
8008105400147,Pomodorini collina 400gr
8008105250506,Pomodori pelati 3 kg
8008105250513,Polpa di pomodoro 3kg
8001310400766,Polli pesto basilico 190gr
8008105250537,Passata di pomodoro 2.5 kg
8005110191015,Mutti passata al basilico 700gr
80042563,Mutti passata di pomodoro 700gr
8005110060007,Mutti pomodori pelati 400gr
80042556,Mutti polpa di pomodoro 400 gr
8001440116261,Jolly polpa pomodoro 690 gr
8056737782018,Gustibus bolognese 400g
8056737782025,Gustibus basilico 400g
8008105400130,Ellebi passata di pomodoro 700 gr
8005121210101,Divella passata di pomodoro 720ml
8017596107145,Delizie salsa al pomodoro con verdure
8076809513692,Barilla salce napoletana 400gr
8076809513654,Barilla salce  bolognese 400gr
8076809513456,Barilla basilico fresco 400gr
8002795000212,Sterilgarda panna cucina 200ml
8004172000365,Sania preparat vegeta cucina 1lt
8004172000358,Sania preparat vegeta cucina 500ml
8004172000341,Sania panna di cucina 200ml
8002580320204,P. Cucina 500 ml
80418900,Pana gran cucina 200ml
8004172000907,Halta cucina 1lt
8004172000495,Halta prep cucina 500ml
8004172000501,Halta prep cucina 200ml
8002580001639,Chef panna lattosio 375ml
80025214,Chef panna cucina e vogel 200ml
8002580028605,Chef beshamel 200ml
8001010079576,Ponti acetto 500gr
8015352319207,Aceto imperiale balsamica
8028696267783,Amato aceto balsamico 50cl
5304000028381,Uthull molle 1lt
8001010000990,Aceto balsamico 500ml
8001010031215,Ponti aceto rosso
5304000270469,Uthull molle 1lt
8001010038801,Ponti uthull molle 500ml
5304000028398,Uthull molle organike 500ml
8003588001393,Acetto di vino rosso 1lt
8028696001820,Migro aceto rosso lt.1
8032754434581,Casaceto aceto di alcol
8016438001016,Succo di limone 250ml
8006040000347,Valsoia olio dietetico ml.1000
8011845610059,Vaj ulliri mister chef 1lt
8011844004538,Olio di semi vaj misri 1 lt
8018440046184,Primo chef vaj sallate 1lt
8018440047778,Primo chef olio di semi 2l
8011845003752,Oliveta olio extra vergine 1lt
5206000022331,Dhermiu vaj ulliri i pa filtruar 1 lit
5206000022348,Dhermiu vaj ulliri ekstra i virgjer shishe 1lt
5206000022300,Dhermiu ekstra i virgjer vaj ulliri 1lt
5206000022324,Dhermiu vaj ulliri i virgjer  1 lit
5306000001852,Dhermiu vaj ulliri shishe 1lt
5306000001807,Dhermiu vaj ulliri bidon 1lt
8011845005114,Big market vaj insalata 1lt
8003408001077,Big market olio di semi 1lt
8028696264836,Amato olio extra vergine di olivia lt.1
5208069000596,Altis vaj ulliri 1lt
8009113031118,Desantis vaj misri 1l
8007150900039,Olitalia vaj misri 1lt
5300000015017,Vaj olim 1l
5997003581122,Floriol vaj luledielli 1lt
5304000052294,Solei vaj luledielli 1lt
